make_model,body_type,price,vat,km,Type,Fuel,Gears,Comfort_Convenience,Entertainment_Media,Extras,Safety_Security,age,Previous_Owners,hp_kW,Inspection_new,Paint_Type,Upholstery_type,Gearing_Type,Displacement_cc,Weight_kg,Drive_chain,cons_comb
Audi A1,Sedans,18480,VAT deductible,5211.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,Radio","Alloy wheels,Sport seats","Daytime running lights,Driver-side airbag,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1135.0,front,4.0
Audi A1,Compact,18470,VAT deductible,12000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Digital radio,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Sport package,Sport seats","ABS,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,2.0,70.0,1,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6
Audi A1,Compact,18444,VAT deductible,50066.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,MP3,On-board computer,Radio,USB","Alloy wheels,Sport package,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1180.0,front,4.9
Audi A1,Compact,18400,VAT deductible,51484.0,Used,Benzine,7.0,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Power windows,Start-stop system","On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4
Audi A1,Sedans,18400,VAT deductible,14770.0,Employee's car,Diesel,7.0,Air conditioning,Radio,Alloy wheels,"Central door lock,Driver-side airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,2.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1135.0,front,3.8
Audi A1,Sedans,18900,VAT deductible,12415.0,Used,Diesel,7.0,"Armrest,Multi-function steering wheel,Panorama roof","Bluetooth,CD player,MP3,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,LED Headlights,Passenger-side airbag,Side airbag,Traction control",1.0,2.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18900,VAT deductible,26064.0,Used,Diesel,7.0,"Air conditioning,Armrest,Leather steering wheel,Multi-function steering wheel,Power windows","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",1.0,2.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18900,VAT deductible,16500.0,Employee's car,Diesel,7.0,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Power windows,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter,Handicapped enabled,Shift paddles,Voice Control","ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Xenon headlights",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18900,Price negotiable,9000.0,Used,Benzine,7.0,"Leather steering wheel,Lumbar support,Power windows,Start-stop system",Radio,"Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",3.0,1.0,92.0,0,Metallic,Part/Full Leather,Automatic,1395.0,1215.0,front,4.9
Audi A1,Sedans,18900,VAT deductible,12402.0,Used,Diesel,7.0,"Armrest,Multi-function steering wheel,Panorama roof","Bluetooth,CD player,MP3,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,LED Headlights,Passenger-side airbag,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18900,VAT deductible,14702.0,Used,Diesel,7.0,"Armrest,Multi-function steering wheel,Panorama roof","Bluetooth,CD player,MP3,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,LED Headlights,Passenger-side airbag,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18900,VAT deductible,14523.0,Employee's car,Diesel,7.0,"Air conditioning,Power windows","CD player,MP3,Radio",Alloy wheels,"Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18900,VAT deductible,9082.0,Used,Diesel,7.0,"Armrest,Multi-function steering wheel,Panorama roof","Bluetooth,CD player,MP3,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,LED Headlights,Passenger-side airbag,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18900,VAT deductible,9580.0,Used,Diesel,5.0,"Air conditioning,Leather steering wheel,Power windows","CD player,MP3,Radio","Alloy wheels,Sport package,Sport seats","Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5
Audi A1,Sedans,18900,VAT deductible,10013.0,Used,Diesel,5.0,"Air conditioning,Leather steering wheel,Power windows","CD player,MP3,Radio","Alloy wheels,Sport package,Sport seats","Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5
Audi A1,Sedans,18900,VAT deductible,10450.0,Used,Diesel,5.0,"Air conditioning,Leather steering wheel,Power windows","CD player,MP3,Radio","Alloy wheels,Sport package,Sport seats","Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5
Audi A1,Sedans,18900,VAT deductible,14878.0,Used,Diesel,7.0,"Armrest,Multi-function steering wheel,Panorama roof","Bluetooth,CD player,MP3,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,LED Headlights,Passenger-side airbag,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18900,VAT deductible,10273.0,Used,Diesel,5.0,"Air conditioning,Leather steering wheel,Power windows","CD player,MP3,Radio","Alloy wheels,Sport package,Sport seats","Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5
Audi A1,Compact,18900,VAT deductible,47500.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,On-board computer,Radio","Alloy wheels,Sport suspension","ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",3.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4
Audi A1,Sedans,18900,VAT deductible,9466.0,Used,Diesel,5.0,"Air conditioning,Leather steering wheel,Power windows","CD player,MP3,Radio","Alloy wheels,Sport package,Sport seats","Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5
Audi A1,Sedans,18900,VAT deductible,18971.0,Used,Diesel,7.0,"Air conditioning,Armrest,Power windows","CD player,MP3,Radio",Alloy wheels,"Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1200.0,front,3.7
Audi A1,Compact,18900,VAT deductible,31877.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Hill Holder,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Radio","Alloy wheels,Voice Control","ABS,Central door lock,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1165.0,front,4.5
Audi A1,Sedans,18900,VAT deductible,9878.0,Used,Diesel,5.0,"Air conditioning,Leather steering wheel,Power windows","CD player,MP3,Radio","Alloy wheels,Sport package,Sport seats","Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5
Audi A1,Compact,18900,VAT deductible,17535.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Catalytic Converter,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6
Audi A1,Compact,18850,VAT deductible,76264.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Start-stop system","CD player,On-board computer,Radio",Alloy wheels,"Central door lock,Power steering,Tire pressure monitoring system",3.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1115.0,front,4.9
Audi A1,Compact,18850,VAT deductible,6695.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Catalytic Converter,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6
Audi A1,Sedans,18850,VAT deductible,21275.0,Used,Benzine,7.0,"Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Catalytic Converter,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,92.0,1,Metallic,Cloth,Automatic,1395.0,1135.0,front,4.9
Audi A1,Sedans,18850,VAT deductible,12261.0,Used,Diesel,7.0,"Air conditioning,Automatic climate control,Multi-function steering wheel,Park Distance Control,Power windows,Start-stop system",Radio,Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag",1.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1665.0,front,3.9
Audi A1,Sedans,18840,VAT deductible,3620.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Sedans,18800,VAT deductible,8330.0,Used,Diesel,5.0,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,85.0,1,Metallic,Cloth,Automatic,1598.0,1250.0,front,3.5
Audi A1,Compact,18750,VAT deductible,20306.0,Employee's car,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Compact,18730,VAT deductible,1.0,New,Benzine,7.0,"Air conditioning,Electrical side mirrors,Hill Holder,Light sensor,Power windows,Rain sensor","Bluetooth,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag",0.0,1.0,85.0,0,Metallic,Cloth,Automatic,999.0,1200.0,front,4.8
Audi A1,Sedans,18700,VAT deductible,27000.0,Employee's car,Diesel,7.0,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",3.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,3.7
Audi A1,Sedans,18690,VAT deductible,31750.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport package,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,92.0,1,Metallic,Part/Full Leather,Automatic,1395.0,1180.0,front,4.2
Audi A1,Sedans,18600,VAT deductible,19800.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport package,Winter tyres","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,1.0,70.0,0,Metallic,Part/Full Leather,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,18500,Price negotiable,52000.0,Used,Diesel,7.0,"Leather steering wheel,Lumbar support,Power windows,Start-stop system",Radio,"Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",3.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18500,VAT deductible,15500.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter,Sport package,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Compact,18620,VAT deductible,25977.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,92.0,1,Metallic,Cloth,Automatic,1395.0,1180.0,front,5.0
Audi A1,Sedans,18500,VAT deductible,9000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",2.0,1.0,70.0,0,Uni/basic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Sedans,18500,VAT deductible,65000.0,Used,Diesel,7.0,"Air conditioning,Seat ventilation,Split rear seats","Bluetooth,Radio",Alloy wheels,"Alarm system,Central door lock,Driver-side airbag,Fog lights,Power steering,Side airbag,Traction control",2.0,1.0,66.0,0,Uni/basic,Cloth,Automatic,1422.0,1250.0,front,3.8
Audi A1,Sedans,18500,VAT deductible,14493.0,Used,Diesel,7.0,"Armrest,Multi-function steering wheel,Panorama roof","Bluetooth,CD player,MP3,Radio,Sound system,USB",Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,LED Headlights,Passenger-side airbag,Side airbag,Traction control",1.0,1.0,85.0,0,Uni/basic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,18500,VAT deductible,33500.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Trailer hitch,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1215.0,front,4.9
Audi A1,Compact,18333,VAT deductible,4800.0,Employee's car,Benzine,7.0,"Air conditioning,Electrical side mirrors,Hill Holder,Leather steering wheel,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Compact,18350,VAT deductible,51000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Multi-function steering wheel,Navigation system","On-board computer,Radio",Alloy wheels,"Central door lock,Driver-side airbag,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control",3.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1040.0,front,4.4
Audi A1,Sedans,18349,VAT deductible,7307.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,1.0,70.0,1,Metallic,Part/Full Leather,Automatic,999.0,1165.0,front,4.4
Audi A1,Compact,18333,VAT deductible,4800.0,Employee's car,Benzine,7.0,"Air conditioning,Electrical side mirrors,Hill Holder,Leather steering wheel,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Compact,18333,VAT deductible,5500.0,Employee's car,Benzine,7.0,"Air conditioning,Electrical side mirrors,Hill Holder,Leather steering wheel,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,18300,VAT deductible,35500.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat ventilation,Split rear seats,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Handicapped enabled","ABS,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Fog lights,Head airbag,Immobilizer,Power steering,Side airbag,Traction control",1.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1220.0,front,4.0
Audi A1,Sedans,18300,VAT deductible,18000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",2.0,2.0,92.0,0,Uni/basic,Cloth,Automatic,1395.0,1135.0,front,4.9
Audi A1,Sedans,18290,VAT deductible,40000.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Adaptive headlights,Alarm system,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag,Xenon headlights",2.0,2.0,92.0,0,Uni/basic,Cloth,Automatic,1395.0,1660.0,front,4.2
